,title,pers,extracted_names
433,Bertrand Gille. Les sources statistiques de l'histoire de France. Des enquêtes du XVIIe siècle à 1870.,"['Gille', 'Colbert', 'François de Neufchâteau', 'Lucien Bonaparte', 'Chaptal', 'Reinhard', 'Festy', 'Wirth', 'Moreau de Jonnès', 'Jean Tulard']",Jean Tulard
434,"Biagio Pace. Arte e Civilt à della Sicilia antica. Il, Arte ingegneria e artigianato.","['Biagio Page', 'Dante Alighieri', 'Pace', 'Hiéron II', 'Koldewey', 'Trendall', 'Plutarque', 'Dion', 'Souhaitons', 'P. WuiLLEUMIER']",P. WuiLLEUMIER
435,"Bibliothèque des Écoles françaises d'Athènes et de Rome, lre série. Réimpression","['Diehl', 'Ph.-E. Legrand', 'Théocrite', 'Samaran', 'G. Mcllat', 'P. Jouguet', 'Holleaux', 'A. Boulanger', 'Aelius Aristide', 'Durry', 'P. Wuilleumier', 'H. Van Effenterre', 'Platon', 'Polybe', 'E. Lapalus']",J.
436,Boris Maslow. Les Mosquées de Fès et du Nord du Maroc,"['Maslow', 'Lévi-Provencal', 'Terrasse', 'Moulay Ismail', 'Ibn Toûloûn', 'Georges Marçais']",Georges Marçais
437,"Bozzolo (Carla), Ornato (Ezio). Pour une histoire du livre manuscrit au Moyen Âge. Trois essais de codicologie quantitative.","['Bozzolo', 'Carla', 'Ornato', 'Charles Samaran', 'Jean de Montreuil', 'Guillaume Fillastre', 'Samaran', 'L. Gilissen', 'Prolégomènes', 'Caria Bozzolo', 'Ezio Ornato', 'François Fossier']",François Fossier
438,"Branko Vodnik et V. Jagic, Povijest Hrvatske Knjizevnosti (Histoire de la littérature croate)","['V. Jagic', 'Povijcst Hrvatske', 'Jagic', 'Branko', 'Ivan Gundulic', 'Marko Brueroviô', 'André Kacic Miosic', 'Marko Bruerovic', 'Marc Bruère Desrivaux', 'Kacic Miosie', 'Vodnik', 'Louis Léger']",Louis Léger
439,"British Museum Expedition to Middle Egypt. First and Second Years. 1928, 1929. Mostagedda and the Tasian Culture, by Guy Brunton","['Brunton', 'Junker', 'Mérimdé BéniSalamé', 'Jacques Vandier']",Jacques Vandier
440,Bruno Schrader. Die Römische Campagna.,"['Bruno Schrader', 'E. A. Seeman', 'Schrader']",R.C
441,Bruns. Fontes juris romani antiqui. Additamentum,"['J. G. B. Mohr', 'Otto Gradenwilz', 'Bruns', 'Bacchanales', 'Julia Municipal', 'Diehl', 'Gradenwilz']",\\. 
442,C Robichon et A. Varille. Description sommaire du Temple Primitif de Médamoud,"['Rechei', 'Philologie', 'F. Bisson', 'Robichon', 'Variile', 'Médamoud', 'Sésostris III', 'Ire', 'Chose', 'J. Vercoutter']",J. Vercoutter
443,C. Autran. Phéniciens. Essai de contribution à l'histoire antique de la Méditerranée,"['Geuthner', 'Autran']",J.-B. Ch
444,C. C. van Essen. La topographie de la Domus Aurea Neronis,"['C. C. van Essen', 'Néron', 'Titus', 'Hiilsen']",A. Meklin
445,"C. Calza. Scavo e sistemazione di rovine. (Extrait du Bulletino della Commissione archeologica comunale, 1916)","['Calza', 'Visconti', 'Pie IX', 'Replat', 'Homolle', 'Seure']",CONSTANS
446,C. Conti Rossini. Notice sur les manuscrits éthiopiens de la Collection d'Abbadie,"['Conti Rossini', 'Wright', 'Dillmann', 'Zotenberg', 'Abbadie', 'J.-B. Chabot']",J.-B. Chabot
447,C. Conti Rossini. Principi di diritto consuetudinario dell'Eritrea,"['Fetha', 'Nagast', 'Dabra Libanos', 'Maria', 'Conti Rossini', 'J.-B. Chabot']",J.-B. Chabot
448,C. Daluanne et E. Droz. L'imprimerie à Vienne en Dauphiné au XVe siècle. ,"['E. Droz', 'Schilling', 'Johannes Solidi', 'Eberhardt Frommolt', 'Pierre Schenk', 'Frommolt', 'Dalbanne', 'Bernard Sylvestre', 'De virtutibus', 'Albert le Grand', 'Jean de Torrecremata', 'Mlle Droz', 'Schenck', 'Alain Chartier', 'Gaspard', 'Pierre Pincerne', 'Pierre Bouttellier', 'Henri Mayer', 'Mayer']",L.-H. Labande
449,"C. Enlart. Manuel d'archéologie française, tome III","['A. Picard', 'Enlart']",R. G
450,"C. J. Vooys et D. A. Van Krevelen. Lexicon Philodemeum, pars altera","['G. J. Vooys', 'Van Krevelen', 'Problemi', 'E. Della Valle', 'Vooys', 'Philodème', 'Kuiper', 'Paul Collart']",Paul Collart
451,"C. Jullian, Histoire de la Gaule, t. V et VI","['César', 'Dioclétien', 'Radet', 'Michelet', 'Lenain de Tillemont,', 'Jullian']",R. Ca nat
452,C. Leonard Woolley. Les Sumériens.,"['Woolley', 'Lévy', 'Lagash', 'Weidner', 'Meissner', 'Déluge']",Dhorme
453,C. Praschniker. Zur Geschichte des Akroters,"['Praschniker', 'Prasr.hniker', 'Weickert', 'Oette', 'Athéna', 'Clemmensen', 'Pfuhl', 'Artémision', 'Scopas', 'A. Merlin']",A. Merlin
454,C. Reinhardt. De Graecorum theologia capita duo,"['Weidmann', 'Hermann Diels', 'Homère', 'Apollodore', 'Porphyre', 'Macrobe', 'Reinhardt', 'Heraclite de Milet', 'Cornutus', 'Sextus', 'Eustathe', 'Mallos', 'Philodème', 'Cratès', 'Jean ïzetzès']",C. E. R
455,"C. Toussaint. Les origines de la religion d'Israël : l'Ancien Jahvisme, 1931","['Paul Geuthner', 'Réécrit', 'Jahvisme', 'Moïse', 'Welhausen', 'Hermès', 'Bon Pasteur', 'Junon', 'Vénus', 'Toussaint', 'J.-B. Chabot']",J.-B. Chabot
456,"C.-J. Vooys. — Lexicon Philodemeum, pars prior, 1934","['Purmerend', 'Vooys', 'A. Puech']",A. Puech
457,"C.A. Mansuelli, avec la collaboration de Raymond Bloch. La civilisation de l'Europe ancienne","['Raymond Bloch', 'R. Bloch', 'A. Grenier', 'III', 'Kertch', 'YUrbs', 'César', 'Cimbres', 'Ier', 'Rutilius', 'Clovis', 'ManJournal des Savants', 'Alexandre', 'Mansuelli', 'Raymond Chevallier']",Raymond Chevallier
458,Cahiers de Fanjeaux. 1. Saint Dominique en Languedoc,"['É. Privât', 'P. Vicaire', 'Prêcheur', 'R. Debant', 'H. Blaquière', 'Honorius III', 'E. Delaruelle', 'Wolff', 'J.H. Mundy', 'G. Koch', 'Pierre Seila', 'Charles Higounet']",Charles Higounet
459,Capart (Jean) L'Art égyptien. Choix de documents. I. L'Architecture. II. La Statuaire,"['Capart', 'Mlle M. Werbrouck', 'Amon', 'Jacques Vandier']",Jacques Vandier
460,Carl Maria Kaufmann. Handbuch der altchristlichen Epigraphik,"['Cari Maria Kaufmann', 'Handbuch der altcliristlichen', 'Mgr Kaufmann', 'Christ', 'R. Càgnat']",R. Càgnat
461,"Carl Robert. Pausanias als Schriftsteller, Studien und Beobachtungen","['Carl Roisert', 'Cari Robert', 'Pausanias', 'Antonin', 'Maurice Croiset']",Maurice Croiset
462,"Carl de Vinck et Albert Vuaflart. La Place de l'Institut, sa Galerie marchande des Quatre-Nations et ses Etalages d'Estampes (1660-1880)","['Albert Vuaflart', 'Maurice Rousseau', 'Lindet', 'Bonaparte']",H. D
463,Carleton Brown. A register of Middle English religious and didactic verse. Part I. List of manuscripts.,"['Brown', 'Wells', 'Bryn Mawr', 'Lydgate', 'Chaucer', 'Lady Carlisle', 'Lord', 'Tollemache', 'Seymour de Ricci']",Seymour de Ricci
464,"Carlo Battisti, Osservazioni sui dialetti ladini dell'alto Adige (estratto da L'Universo, Rivista dell'Istituto geographico militare, 26e année 1946)","['Carlo Battisti', 'Osservazioni', 'Battisti', 'G. Brunel']",G. Brunel
465,"Carlo Pascal. Dioniso, saggio sulla religione e la parodia religiosa in Aristofane.","['Carlo Pascal', 'Francesco Battiato', 'Aristophane', 'Bœttiger de Kock', 'Dionysos', 'Zeus', 'Héraklès', 'Hermès', 'Maurice Croiset']",Maurice Croiset
466,Carlo Pascal. Scritti varii di letteratura latina,"['Carlo Pascal', 'G. B. Paravia', 'Ennius', 'Plaute', 'Servius', 'Varron', 'Lucrèce', 'Virgile', 'Muses', 'Musa mitri', 'Didon', 'Catulle', 'Ovide', 'Horace', 'Lactance', 'Tacite', 'Sénèque', 'Perugine', 'Cagnat', 'Rev', 'Orphée']",L.-A. Gonstans
467,"Carolina Lanzani. Mario e Silla, storia della democrazia romana negli ann187-82 a. Cr. (Biblioteca di filologia classica, IX)","['Carolina Lanzani', 'Mario e', 'Frane', 'Mme Lanzani', 'Sylla', 'Mithridate', 'L. Cornelius Cinna', 'Octavius', 'Marius', 'Télamon', 'L. Valerius Flaccus', 'Cinna', 'Flaccus', 'Fimbria', 'L. Cornelius Scipion', 'L. Norbanus Balbus', 'César']",M. Besniek
468,Carolus Clemen. Fontes religionis Persicae,"['Clemen', 'Marcus', 'Weber', 'Rapp', 'William Jackson', 'Zoroastre', 'Aristote', 'Diogene', 'Socrate', 'Pythagore', 'Franz Cumont']",Franz Cumont
469,"Carolus Landi. Quœstiones doxographicae et paradoxographicae (Memorie dell'Academia di scienze in Padova XXVI, 1909, et XXVII, 1910)","['Landi', 'Quœstiones doxographicse', 'Lucrèce', 'Posidonius', 'Eudoxe de Gnide', 'Antigone', 'Vitruve', 'Ovide', 'Varron', 'Papirius Fabianus', 'Epicure', 'Fabianus etNigidius Figulus', 'Georges Lafaye']",Georges Lafaye
470,Carolus Zander. Phaedrus solutus vel Phaedri fabulae novae XXX,"['Zander', 'Phaedri fabulae novae', 'Romulus', 'Louis Havet', 'Leyde', 'Georges Thiele', 'Samuel Chabert']",Samuel Chabert
471,Cesare Pinzi. Storia della Citt à di Viterbo,"['Cesare', 'Tun', 'Noé', 'Pinzi', 'Charlemagne', 'Pétrarque', 'Frédéric II', 'Frédéric', 'Charles VIII', 'Yiterbe', 'Eugène IV', 'Clément VII', 'Yiterbc', 'Urbain IV', 'Grégoire X. Adrien V', 'Nicolas III', 'Martin IV', 'Léon X', 'E. RoDOCANACHI']",E. RoDOCANACHI
472,Ch. Clermont-Ganneau. Recueil d Archéologie Orientale Tome VIII,['Mmc Denyse'],H. D
473,Ch. Diehl. Choses et gens de Byzance,"['Choses', 'Diehl', 'Saint-Luc', 'Constantinople', 'Héraclides', 'Justinien II', 'Irène Ange', 'Roger de Sicile', 'Henri VI', 'Philippe de Souabe', 'Hohenstaufen', 'Walter del', 'Vogelweide', 'Marmontel', 'Paul Adam', 'Louis Bréhier']",Louis Bréhier
474,Ch. François Durand. Les monuments antiques de Nîmes,"['Durand', 'Jullian', 'Espérandieu']",R. C
475,"Ch. Guignebert. — Jésus (L'Évolution de l'humanité, n° 29), 1933","['Jésus', 'Guignebert', 'Nazaréen', 'Jean-Baptiste', 'Eduard Meyer', 'Jean', 'Maurice Goguel']",Maurice Goguel
476,Ch. Hirschauer. La politique de Saint Pie V en France (1566-1572),"['Charles IX', 'Pie V', 'Boccard', 'Hirschauer', 'Catherine', 'Philippe II', 'Surprise de Meaux', 'Marguerite de Valois', 'Henri IV', 'Michel de La Torre', 'Frangipani', 'Marguerite', 'Henrietpourobtenir', 'Marie Stuart', 'Bramante', 'Coligny', 'Ili', 'Admiraglio']",H. Le.monniek
477,Ch. Hülsen. Forum und Palatin,"['Hûlsen', 'Dagobert Frey', 'Romulus', 'Tibère']",R. G
478,"Ch. Maystre et A. Piankoff. Le Livre des Portes I. Texte (1er fascicule). (Mémoires publiés par les Membres de l'Institut français d'archéologie orientale du Caire, sous la direction de M. P. Jouguet, tome LXXIV)","['A. Piankoff', 'P. Jouguet', 'Maystre', 'Noun', 'Horemheb', 'J. Vercoutter']",J. Vercoutter
479,"Ch. Petit-Dutaillis et P. Guinard : Histoire du Moyen Âge, tome IV, 2e partie : L'essor des États d'Occident (Histoire générale, publiée sous la direction de G. Glotz, membre de l'Institut)","['Guinard', 'G. Glotz', 'G. Glolz', 'Petit-Dutaillis', 'Jean sans Terre', 'Simon de Montfort', 'Louis IX']",A. C
480,"Ch.-André Julien, Histoire de l'Afrique du Nord","['Julien', 'Mercier', 'Gsell', 'R. Gagnât']",R. Gagnât
481,"Ch.-F. Jean, Grammaire hébraïque élémentaire, suivie de Notions d'araméen biblique","['Letouzey', 'Ladvocat', 'Jean', 'Glaire', 'Van', 'Schilling', 'J. Touzard', 'Alphonse Chabot', 'Rubens Duval']",Ch
482,"Ch.-V. Langlois Les hôtels de Clisson, de Guise et de Rohan-Soubise au Marais (Archives et Imprimerie nationales)","['Soubise', 'Langlois', 'Jules Guiffrey', 'Coin', 'Froissart', 'Montmorency', 'François de Guise', 'François', 'Henri', 'Primatice', 'Niccolo dell Abbate', 'Vouet', 'Guise', 'Henri IV', 'Rohan', 'Roi', 'Dangeau', 'Saint-Simon', 'Jules Guiffey', 'Guillaume Coustou', 'Bourdy', 'Coyzevox', 'Le Lorrain', 'Jules-IIardouin Mansart', 'Robert de Cotte', 'Boffrand', 'Coustou', 'Boucher', 'Carle Van Loo', 'Charles', 'Rosbach', 'Robert le Lorrain', 'Michelet', 'Miclielet', 'Henry Lemoxnier']",Henry Lemoxnier
483,"Ch.-V. Langlois. Registres perdus des Archives de la Chambre des Comptes de Paris (Tiré des Notices et extraits des manuscrits, t. XL)","['Librairie C. Klincksieck', 'Robert Mignon', 'Fouquet', 'Du Cange, Baluze, le', 'Père Anselme', 'Bel', 'Philippe le Long', 'Jornalis de la Chambre pour les', 'Ch.-V. Langlois', 'Langlois', 'Ton', 'Charles', 'Georges Espinas']",Georges Espinas
484,"Charles Alexander Rominson Jr., The History of Alexander the Great","['Alexandre', 'Diodore', 'Justin', 'Quinte Curce', 'Eumène de Cardia', 'Aristote', 'Jacoby', 'Clitarque', 'Glotz estmie', 'Arrien', 'Aristobule', 'Ptolémée', 'Néarqu-e', 'Robinson', 'Y. Béqtjignon']",Béqtjignon
485,Charles Beaulieux. Histoire de l'orthographe française,"['Beaulieux', 'Robert Estienne', 'Bellay', 'Peletier', 'Saint Louis', 'Priscien', 'Telles', 'Ronsard', 'Amadis Jamyn', 'Plantin', 'Marguerite de Navarre', 'Dolet', 'Pierre Villev']",Pierre Villev
486,Charles Boreux. L'Art Égyptien (Bibliothèque d'Histoire de l'Art),"['Boreux', 'G. Van', 'Firth', 'Aménothès IV', 'E. Drioton']",E. Drioton
487,Charles Diehl. Histoire de l'Empire Byzantin,"['Diehl', 'Auguste Picard', 'Lebeau', 'Brosset', 'Tait', 'Justinien', 'Héraclides', 'Comnènes', 'Manuel', 'Paléologues', 'Louis Bréhiek']",Louis Bréhiek
488,"Charles Diehl. La Peinture Byzantine, 1933","['Diehl', 'Eugène Piot', 'Jean Ebersolt', 'Ellecomprend', 'Saint-Luc', 'André Roublev', 'Jean Maspeio', 'Saint-Apollo de Baouit', 'Narsès', 'Psilikos', 'Christ', 'Isaïe', 'Luitprand', 'Thrètie de Nerez', 'Ange de Vladimir', 'Lavra', 'Louis Bréhier']",Louis Bréhier
489,Charles Diehl. L'art chrétien primitif et l'art byzantin,"['Diehl', 'Louis Bréhier']",Louis Bréhier
490,"Charles Dugas, Exploration archéologique de Délos faite par l'École française d'Athènes, t. X : Les vases de l'Héraion","['Dugas', 'E. de Boccard', 'Héra', 'Pisistrate', 'Dragendorff', 'Achille', 'Hector', 'Patrocle', 'Ménades', 'A. Merlin']",A. Merlin
491,"Charles Dugas. Aison et la peinture céramique à Athènes à l’époque de Périclès. Un volume in-8°, Paris, Laurens, 1930","['Dugas', 'Aison', 'Périclès', 'Laurens', 'Douris', 'Edmond Potlier', 'Phidias', 'Polygnote', 'Parrhasios', 'Jean Chàrbonneaux']",Jean Chàrbonneaux
492,Charles Dugas. La céramique des Cyclades,"['Dugas', 'E. de Boccard', 'Wace', 'Théra', 'Apollon']",",. CllAKBONNKAlW"
493,"Charles Joret, Auguste Duvau, professeur à l'Institut du Belvédère, traducteur, critique, biographe, naturaliste (1771-1831) ouvrage posthume publié par le Comte A. de Laborde","['Charles Joret', 'Auguste Duvau', 'Comte A. de Laborde', 'Condé', 'Knebel', 'Wieland', 'Herder', 'Goethe', 'Joret', 'Weimar', 'Charles de Villers', 'J. Mathorez']",J.  Mathorez
494,"Charles Maystre, avec la collaboration de Erich et Margaretha Fehlmann, Frédérique von Känel, Kurt Rudin, Jürg Sedlmeier, Hans-Rudolph et Daria Zbinden-Gisler, Akasha I","['Frédérique von Kànel', 'Kurt Rudin', 'Jiirg Sedlmeier', 'Hans-RudolphetDaria Zbinden-Gisler', 'Sonqi', 'J. Leclant', 'Brigitte Gratien', 'J. Vercoutter', 'Bonnet', 'Jean Leclant']",Jean Leclant
495,"Charles Maystre. Les déclarations d'Innocence, (Livre des Morts, chapitre 125) (Publications de l'Institut français d'archéologie orientale. Recherches d'archéologie, de philologie et d'histoire, publiées sous la direction de M. Pierre Jouguet, t. VIII) ; Compte-rendu de Capart dans Chronique d'Egypte, 13e année, n° 25 (janvier 1938), pp. 115-117 et de Smither dans le Journal of Egyptian Archeology, tome 25 (1939), p. 121","['Maystre', 'Pierre Jouguet', 'Capart', 'Smither', 'Innocence', 'J. Vergqutter']",Vergqutter
496,"Charles Munier, Les Statuta Ecclesiae antiqua","['Charles Munier', 'Munier', 'Gennade', 'Innocent Ier', 'Guillaume']",Guillaume MOLLAT
497,Charles Oulmont. Pierre Gringore,"['Charles Oulmont', 'Gringore', 'Victor Hugo', 'Théodore de Ranville', 'Louis XII', 'François Ier', 'Pierre de Ferrières', 'Oulmont', 'Jean Marchand', 'Philippe le Beau', 'Anne', 'Claude de France', 'Mère Sotte', 'Antoine', 'Luthériens', 'Frédéric II', 'Innocent IV', 'Luther', 'Jules II', 'Élie Berger']",Élie Berger
498,"Charles Pavez. L. Annaei Senecae Dialogorum liber XII ad Helviam matrem de Consolatione, texte latin publié avec une introduction et un commentaire explicatif","['Charles Pavez', 'Sénèque', 'Gertz', 'Samuel Chaueiît']",Samuel Chaueiît
499,"Charles Picard. Les origines du polythéisme hellénique, l'art créto-mycénien.","['Charles Picard', 'Picard', 'Minoens', 'A. Merlin']",A. Merlin
500,Charles Robequain. Le Thanh hoà. Étude géographique d'une province annamite.,"['Robequain', 'J. Bacot']",J. Bacot
501,"Charles Samaran. Jean de BilhèresLagraulas, cardinal de Saint-Denis. Un diplomate français sous Louis XI et Charles VII","['Samaran', 'Jean de BilhèresLagraulas', 'Louis XI', 'Charles VII', 'Edouard Champion', 'Evêque de Lombez', 'Charles Vili', 'Jean de Bilhères', 'Charles VIII', 'Roi', 'Souverain Pontife', 'La Graulas', 'Chateaubriand', 'Charles X', 'Outre-Tombe', 'H. Lemonnieu']",H. Lemonnieu
502,"Charles Vellay, Les légendes du Cycle troyen","['Vellay', 'W. Deonna', 'Priam', 'G. Seure', 'Médiat valia', 'Laomédon', 'Dardanos', 'Mme Lily Kahil-Gahli', 'J. D. Bpazley', 'Bacchylide', 'Diomede', 'Tndier', 'Homère', 'Tournant', 'Anios de Délos']","préhellénisme, nous dit-on,  de s'êtr"
503,"Charles W. E. Leigh. Catalogue of the Christie collection, comprising the printed books and manuscripts bequeathed to the library of the University of Manchester by the late Richard Copley Christie","['Charles W. E. Leigh', 'Richard Copley', 'Lord Spencer', 'Bodoni', 'Grenville', 'Hearne', 'James de Rothschild', 'Christie', 'Dolet', 'Sébastien Gryphius de Lyon', 'Julien Baudrier', 'Virgile', 'Homère', 'Horace', 'Horace de Milan', 'Lord Sunderland', 'Giulio Camillo', 'Ramus', 'Sturm', 'Scioppius', 'Guillaume Poslel', 'Heber', 'Thorold', 'J.-A. de Thou', 'Renouard', 'Didot', 'Yemeniz', 'Ricci']",Skymouiî de Ricci
504,"Christian Courtois. Les Vandales et l'Afrique (Gouvernement général de l'Algérie. Direction de l'Intérieur et des Beaux-Arts, Service des Antiquités)","['Christian Courtois', 'Dioclétien', 'Victor de Vita', 'Géiseric', 'Raymond Lantikr']",Raymond Lantikr
505,Château de Chantilly. Les Singeries.,"['Christophe Huet', 'G. Macon', 'Albert Garcet', 'Condé', 'Garcet', 'J.-J. Rousseau', 'H. Lemonnier']",Rousseau. H. Lemonnier
506,Cl. Huart. Les calligraphes et les miniaturistes de l'Orient musulman ,"['E. Leroux', 'C. Huart', 'Teknedji-Zadé', 'Ismaïl Tachdji Zadé', 'H. Saladin']",H. Saladin
507,"Claire Préaux. Les ostraca grecs de la Collection Charles Edwin Wilbourg, au Musée de Brooklyn, 1935","['Claire', 'Mme CL Préaux', 'Antonins']",Ch.  Picard
508,Clarence Eugène Royd. Public Libraries and Literary Culture in Ancient Rom. ,"['Clarence Eugène Royd', 'Langie', 'Boyd']",R. G
509,Clark Wissler. The American Indian. An introduction to the Anthropology of the New World,"['Clahk', 'Clark Wissler', 'Tel', 'Henri Fuoidevaux']",Henri Fuoidevaux
510,Claude Prost. Les revêtements céramiques dans les monuments musulmans de l'Egypte. (Extrait des mémoires publiés par les membres de l'Institut français d'archéologie orientale),"['Prost', 'Mohammed', 'Nâcer ibn Qalaoûm', 'Mohamed', 'Taghaï', 'Qayt bey', 'Ibrahim Agâ', 'Ibrahim Ag', 'H. Saladin']",H. Saladin
511,Claude Schaefer. La sculpture en ronde-bosse au XIVe siècle dans le duché de Bourgogne,"['Claude Schaefer', 'Eudes IV', 'Philippe le Hardi', 'H. David', 'Marcel']",Marcel Aup.kut
512,"Claudien. Invectives contre Eutrope, texte latin avec un commentaire critique et explicatif et une introduction, par Pierre Fargues, 1933","['Invectives', 'Eutrope', 'Fargues', 'G. Boissier', 'Claudien', 'Juvénal', 'Birt', 'Parisinus', 'Heinsius', 'F. Villeneuve']",F. Villeneuve
513,"Claudius Vaillat. Le Culte des Sources dans la Gaule antique, 1933","['Claudius', 'Vaillat', 'Tou-tain']",R. C
514,Clifford Pease Clark. Numerical Phraseology in Vergil.,"['Clark', 'Roscher', 'Virgile', 'Homère', 'Laocoon', 'Hercule', 'Cacus', 'Thésée', 'Minotaure', 'René Pichon']",René Pichon
515,Clotilde Brière Misme. La peinture Hollandaise,['Clotilde'],IL D
516,"Clovis Brunel. Les plus anciennes chartes en langue provençale. Recueil des pièces originales antérieures au XIIIe siècle, publiées avec une étude morphologique","['Clovis Brunel', 'A. Picard', 'P. Meyer', 'Brunei', 'A. Jeanroy']",A. Jeanroy
517,"Collection de Précis d'Histoire de l'art. L'Architecture française des Origines au XIXe siècle. I. Des origines à la fin de l'époque romane, par Marcel Aubert et Jean Verrier","['Jean Verrier', 'Marcel Aubert', 'Louis Hautecœur', 'Pui g i Cadafalch', 'Hautecœur', 'Louis XII', 'François Ier', 'Charles VIII', 'Jean Goujon', 'Pierre Lescot', 'Jean Rullant', 'Racine', 'Molière', 'Henri IV', 'Sully', 'Médicis', 'Marie de Médicis', 'Mazarin', 'Louis XIV', 'Colbert', 'Jules Hardouin-Mansart', 'Chantillv', 'Ilauteeoeur', 'Mansart', 'Rousseau', 'Gabriel']",Paul Oeschami's
